personID,"inferences"
10,"interest_family-and-relationships_parenting"
10,"interest_family-and-relationships_parenting_parenting-babies-and-toddlers"
10,"interest_health-and-medical-services"
10,"interest_health-and-medical-services_health-and-pharma"
10,"interest_health-and-medical-services_health-and-pharma_medical-services"
10,"interest_healthy-living"
10,"interest_healthy-living_fitness-and-exercise"
10,"interest_healthy-living_wellness"
10,"interest_healthy-living_womens-health"
10,"interest_healthy-living_yoga"
10,"interest_hobbies-and-interests"
10,"interest_hobbies-and-interests_content-production_audio-production"
10,"interest_hobbies-and-interests_musical-instruments"
10,"interest_medical-health"
10,"interest_music-and-audio_comedy-music-and-audio"
10,"interest_music_ambient"
10,"interest_music_happy"
10,"interest_music_latin"
10,"interest_music_sleep"
10,"interest_news-and-politics"
10,"interest_news-and-politics_national-news"
10,"interest_news-and-politics_politics"
10,"interest_pharmaceuticals-conditions-and-symptoms"
10,"interest_pharmaceuticals-conditions-and-symptoms_health-and-pharma"
10,"interest_pop-culture"
10,"interest_style-and-fashion"
10,"interest_style-and-fashion_beauty"
10,"interest_technology-and-computing"
10,"interest_technology-and-computing_computing"
10,"interest_television"
10,"interest_television_music-tv"
2,"00b8f7ad-d91b-4ff5-acbb-b1d5bbdc0104"
2,"017e1c18-e640-48e2-b4de-3fc7861f316f"
2,"0329338c-15cc-4838-a476-101c2617621f"
2,"033cfa0232d34a91950fd59ff4d6d4cb"
2,"03ded614-6485-44c7-9a41-a531117f69e8"
2,"0443b7a8-1f9c-4497-ae2e-fe74742c2b19"
2,"0688251c-aea5-4c7a-8ecc-3ea46eac32b2"
2,"0d81238d-86a5-4e8a-9c37-41e7421df9a0"
2,"0f88634a-95fd-4f86-808e-2507101c672a"
2,"1025da9a-c31d-4a3b-843d-2ec14a1f2ec6"
2,"105afef0-903a-43b7-9c50-7ede3810e23f"
2,"13849e89-7dea-4e6c-88b3-8eb33d12fc6e"
2,"147c17a7-a2f0-4a4b-8660-a44a7a1ff948"
2,"155427de04ce415cb2e3c25da2e6c629"
2,"15c72004-05bf-4fd8-8250-ab312f09c14d"
2,"16551913-ccce-46f4-92fa-b629b254356a"
2,"17cd9706-3f29-4c5e-97b9-fe2c37ce74fe"
2,"1846deabbc5a4fc4acaa38c681e45c93"
2,"1P_Custom_2024_Wrapped_Engagers"
2,"1P_Custom_Algorithmic_Playlist_Listeners"
2,"1P_Custom_Apple_Airpods_Streamers [Advertiser-Restricted]"
